district,nb_sites,idp_hhs,idp_indvl,prolonged_hhs,prolonged_indvl,protracted_hhs,protracted_indvl,refugee_hhs,refugee_indvl,returnee_hhs,returnee_indvl,economic_hhs,economic_indvl,nomad_hhs,nomad_indvl,host_hhs,host_indvl,iset_population_discrete,iset_population_mixed,location_urban,location_suburban,location_rural,idp_mixed,idp_discrete,prolong_mixed,prolong_discrete,protract_mixed,protract_discrete,refugee_mixed,refugee_discrete,returnee_mixed,returnee_discrete,economic_mixed,economic_discrete,nomad_mixed,nomad_discrete,migrant_population.idp,migrant_population.prolong,migrant_population.protract,migrant_population.refugee,migrant_population.returnee,relocate_plan_yes,relocate_plan_no,relocate_plan_dk,relocate_pushpull_1_label,relocate_pushpull_1_pct,relocate_pushpull_2_label,relocate_pushpull_2_pct,relocate_pushpull_3_label,relocate_pushpull_3_pct,five_years_yes,five_years_no,five_years_dk,idp_3mo_hhs,idp_prov_origin_1_label,idp_prov_origin_1_pct,idp_prov_origin_2_label,idp_prov_origin_2_pct,idp_prov_origin_3_label,idp_prov_origin_3_pct,returnee_3mo_hhs,returnee_origin_1_label,returnee_origin_1_pct,returnee_origin_2_label,returnee_origin_2_pct,returnee_origin_3_label,returnee_origin_3_pct,shelter_type_1_label,shelter_type_1_pct,shelter_type_2_label,shelter_type_2_pct,shelter_type_3_label,shelter_type_3_pct,tenure_insecure,hh_rooms,accom_1_label,accom_1_pct,accom_2_label,accom_2_pct,accom_3_label,accom_3_pct,host_relation_positive,host_relation_neutral,host_relation_negative,host_relation_prefer_not,eviction_threat_yes,eviction_threat_no,eviction_threat_dk,eviction_threat_local_auth,eviction_threat_gvt,eviction_threat_local_host_comm,eviction_threat_local_ot,comm_represent_yes,comm_represent_no,comm_represent_dk,relocation_yes,relocation_no,site_land_yes,site_land_no,site_land_dk,site_land_owner_gvt,site_land_owner_prv,site_land_owner_un,site_land_owner_common,site_land_owner_ot,water_distance_fs,water_source_fs,water_barrier_1_label,water_barrier_1_pct,water_barrier_2_label,water_barrier_2_pct,water_barrier_3_label,water_barrier_3_pct,health_distance_fs,health_satisfy_constraint_yes,health_satisfy_constraint_no,health_satisfy_constraint_dk,health_unsatisfy_constraint.crowded,health_unsatisfy_constraint.hours,health_unsatisfy_constraint.expensive,health_unsatisfy_constraint.drug_unavail,health_unsatisfy_constraint.staff_behave,health_unsatisfy_constraint.other,health_unsatisfy_constraint.dont_know,mhpss_aware_yes,mhpss_aware_no,mhpss_aware_dk,health_barrier_1_label,health_barrier_1_pct,health_barrier_2_label,health_barrier_2_pct,health_barrier_3_label,health_barrier_3_pct,safe_likert_verygood,safe_likert_good,safe_likert_neutral,safe_likert_poor,safe_likert_verypoor,move_free_m_yes,move_free_m_no,move_free_m_dk,move_why_m_1_label,move_why_m_1_pct,move_why_m_2_label,move_why_m_2_pct,move_why_m_3_label,move_why_m_3_pct,move_free_f_yes,move_free_f_no,move_free_f_dk,move_why_f_1_label,move_why_f_1_pct,move_why_f_2_label,move_why_f_2_pct,move_why_f_3_label,move_why_f_3_pct,livelihood_1_label,livelihood_1_pct,livelihood_2_label,livelihood_2_pct,livelihood_3_label,livelihood_3_pct,food_source_1_label,food_source_1_pct,food_source_2_label,food_source_2_pct,food_source_3_label,food_source_3_pct,vul_index_low,vul_index_moderate,vul_index_moderate_high,vul_index_high,covid_aware_yes,covid_aware_part,covid_aware_no,covid_concern_yes,covid_concern_no,covid_concern_dk,covid_info_1_label,covid_info_1_pct,covid_info_2_label,covid_info_2_pct,covid_info_3_label,covid_info_3_pct,covid_safeprac_1_label,covid_safeprac_1_pct,covid_safeprac_2_label,covid_safeprac_2_pct,covid_safeprac_3_label,covid_safeprac_3_pct,aid_govt_yes,aid_govt_no,aid_govt_dk,aid_services_1_label,aid_services_1_pct,aid_services_2_label,aid_services_2_pct,aid_services_3_label,aid_services_3_pct,vul_chronic_fs,soap_avail_yes,soap_avail_no,soap_avail_dk,using_public_facility,handwash_crowded_yes,handwash_crowded_no,handwash_crowded_dk,water_point_yes,water_point_no_further,water_point_no_none,tap_sanitize_all,tap_sanitize_some,tap_sanitize_no,tap_sanitize_dk,safety_change_increase,safety_change_decrease,safety_change_no,safety_change_dk,covid_coping_1_label,covid_coping_1_pct,covid_coping_2_label,covid_coping_2_pct,covid_coping_3_label,covid_coping_3_pct,mhpss_secondary_1_label,mhpss_secondary_1_pct,mhpss_secondary_2_label,mhpss_secondary_2_pct,mhpss_secondary_3_label,mhpss_secondary_3_pct,vul_sleeping_prop,covid_shelter_1_label,covid_shelter_1_pct,covid_shelter_2_label,covid_shelter_2_pct,covid_shelter_3_label,covid_shelter_3_pct,market_soldout_yes,market_soldout_no,market_soldout_dk,soldout_item_1_label,soldout_item_1_pct,soldout_item_2_label,soldout_item_2_pct,soldout_item_3_label,soldout_item_3_pct,work_change_fullstop,work_change_partstop,work_change_nostop,school_alternatives.other_facility,school_alternatives.home_school,school_alternatives.other,school_alternatives.no,school_alternatives.dont_know
shawak,1,0,0,0,0,3,35,0,0,0,0,0,0,0,0,42,200,0,100,100,0,0,0,0,0,0,100,NaN,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,NA,NA,NA,NA,NA,NA,0,100,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,0,4,Own shelter WITH documentation,100,Own shelter WITHOUT documentation,0,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,1,Waterpoint has low capacity (runs out of water often),100,Long line/wait to access waterpoint,0,Unpleasant colour/taste/smell of water,0,100,0,100,0,0,100,100,100,0,0,0,0,100,0,Cost of transport,100,Concern for physical safety,100,Insufficient capacity of health centre,100,0,100,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,NGO food distributions,0,Purchase in markets outside the settlement,0,0,0,100,0,100,0,0,100,0,0,"Media (TV, radio)",100,Healthcare workers,100,Government,0,None,100,Wash hands frequently,0,Practice physical distancing,0,0,100,0,NA,NA,NA,NA,NA,NA,100,100,0,0,100,0,100,0,100,0,0,100,0,0,0,0,100,0,0,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased gender-based violence,0,Increased health issues,0,0,Renting of hotel/hostel to isolate sick individuals for 14 days,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,0,Provision of tents to accommodate sick persons inside the site,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,100,0
sheberghan,33,1375,8982,3642,24738,4220,27970,0,0,1537,10713,920,5880,20,100,5928,41006,18,82,76,0,18,89.66,57.14,96.3,85.71,92.86,71.42857142857143,0,0,73.33,27.27,40,14.29,3.03,0,90.91,96.97,93.94,0,75.76,33,67,0,No work opportunities available here,83,Better security where they are moving,50,Better opportunity for jobs,50,73,24,0,724,Jawzjan,56,Faryab,44,Badakhshan,0,249,Iran,68,Pakistan,32,Tajikistan,0,Permanent shelter (mud),91,Permanent shelter (brick),6,Tents (emergency shelter),3,9,2.727272727272727,Own shelter WITH documentation,85,Rent shelter,9,Staying in shelter for free WITH owner's consent,3,100,0,0,0,6,94,0,50,0,50,0,88,12,0,15,85,100,0,0,3,97,0,0,0,9,0,Long line/wait to access waterpoint,58,No barriers,38,Waterpoint has low capacity (runs out of water often),27,52,72,28,0,90,20,20,100,30,0,0,12,88,0,Cost of medicines,81,Cost of transport,38,Insufficient capacity of health centre,38,67,21,12,0,0,97,3,0,Government restrictions related to coronavirus,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,97,3,0,Government restrictions related to coronavirus,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,Unskilled daily labour (without contract),52,Small business / sale of goods or services,27,Farming (cash crop),18,Purchase in markets outside the settlement,63,Purchase in markets inside the settlement,56,Own production,7,3,39,58,0,100,0,0,97,0,0,"Media (TV, radio)",96,Text message alerts,89,Government,70,Wash hands frequently,96,Avoid large crowds and gatherings,93,Self-isolate if experiencing symtoms,85,21,76,0,Food distribution,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Information on the coronavirus preventive measures at COMMUNITY level,0,60.60606060606061,85,15,0,0,NA,NA,NA,79,6,12,0,4,96,0,40,20,30,10,"Multiple unexplained physical complaints (headaches, stomach pains etc.)",78,No unusual behavior,19,Angry / aggressive behaviour,4,Increased poverty/no income,100,Increased health issues,56,Lack of access for NGOs to provide services,56,45.45454545454545,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,55,No preference for shelter aid,18,Renting of hotel/hostel to isolate sick individuals for 14 days,9,91,6,0,Food,100,Hand sanitizer and other hygiene materials,67,Soap,17,18,76,3,3.03,30.3,18.18,45.45,3.03
shigal,6,411,2462,558,4098,1505,11020,0,0,294,2299,714,7213,0,0,7878,63408,0,100,0,0,83,100,NaN,100,NaN,100,NaN,0,0,100,NaN,100,NaN,0,0,100,100,100,0,100,17,83,0,Intimidation and harassment by host community/local authorities,100,Land dispute forced them off land / shelter,0,No work opportunities available here,0,83,17,0,0,NA,NA,NA,NA,NA,NA,12,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),83,Permanent shelter (brick),17,Tents (emergency shelter),0,17,2.3333333333333335,Own shelter WITH documentation,83,Rent shelter,17,Own shelter WITHOUT documentation,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,83,0,17,0,100,100,0,0,0,100,0,0,0,50,0,Long line/wait to access waterpoint,100,Unpleasant colour/taste/smell of water,0,Waterpoint has low capacity (runs out of water often),0,100,80,20,0,0,100,100,100,0,0,0,0,100,0,Cost of transport,80,Cost of medicines,40,Don't know where to go,0,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,NGO food distributions,0,Purchase in markets outside the settlement,0,0,0,100,0,100,0,0,100,0,0,Government,100,Community or religious leaders,100,"Media (TV, radio)",83,Wash hands frequently,100,Practice physical distancing,67,Self-isolate if experiencing symtoms,33,0,100,0,NA,NA,NA,NA,NA,NA,16.666666666666664,50,50,0,66.66666666666666,0,100,0,67,17,17,0,0,100,0,NA,NA,NA,NA,Social withdrawal,100,Angry / aggressive behaviour,50,Dangerous/risky behaviours,0,Increased gender-based violence,100,Increased poverty/no income,83,Increased health issues,0,83.33333333333334,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,100,Provision of tents to accommodate sick persons inside the site,0,Relocation of unsick family members to other relatives,0,50,50,0,Food,100,Hand sanitizer and other hygiene materials,100,Soap,0,33,67,0,0,83.33,0,16.67,0
shinwar,2,0,0,0,0,100,700,0,0,100,700,0,0,0,0,600,4200,0,100,0,0,100,0,0,0,0,100,NaN,0,0,100,NaN,0,0,0,0,0,0,100,0,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,NA,NA,NA,0,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,0,3,Own shelter WITH documentation,100,Own shelter WITHOUT documentation,0,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,Long line/wait to access waterpoint,100,Unpleasant colour/taste/smell of water,0,Waterpoint has low capacity (runs out of water often),0,0,50,50,0,100,0,100,100,0,0,0,0,100,0,Cost of care/ treatment,100,Cost of medicines,100,Don't know where to go,0,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),50,Farming (cash crop),50,Small business / sale of goods or services,0,Purchase in markets inside the settlement,100,Provided from family and friends in the area,100,NGO food distributions,0,0,0,100,0,100,0,0,100,0,0,Government,100,Community or religious leaders,100,Text message alerts,100,Wash hands frequently,100,Practice physical distancing,100,Self-isolate if experiencing symtoms,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,100,0,50,0,100,0,100,0,0,0,0,100,0,NA,NA,NA,NA,Social withdrawal,100,Angry / aggressive behaviour,100,Dangerous/risky behaviours,0,Increased gender-based violence,100,Increased poverty/no income,100,Lack of access for NGOs to provide services,100,0,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,100,Provision of tents to accommodate sick persons inside the site,0,Relocation of unsick family members to other relatives,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,100,0
sholgareh,3,165,990,160,950,160,1060,0,0,75,455,40,240,0,0,260,1570,0,100,100,0,0,100,NaN,100,NaN,100,NaN,0,0,100,NaN,33.33,0,0,0,100,100,100,0,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,110,Badakhshan,0,Badghis,0,Baghlan,0,20,Iran,67,Pakistan,33,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,100,1.3333333333333333,Staying in shelter for free WITH owner's consent,100,Own shelter WITH documentation,0,Own shelter WITHOUT documentation,0,33,67,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0.3333333333333333,Long line/wait to access waterpoint,67,Waterpoint has low capacity (runs out of water often),67,Unpleasant colour/taste/smell of water,33,100,33,67,0,100,0,100,100,0,0,0,0,100,0,Cost of transport,100,Cost of care/ treatment,100,Cost of medicines,100,0,100,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,Own production,67,Purchase in markets outside the settlement,33,0,0,100,0,100,0,0,100,0,0,Community or religious leaders,100,"Media (TV, radio)",100,Text message alerts,100,Wash hands frequently,100,Practice physical distancing,100,Avoid large crowds and gatherings,100,0,100,0,NA,NA,NA,NA,NA,NA,66.66666666666666,100,0,0,0,NA,NA,NA,100,0,0,0,0,100,0,0,0,100,0,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased gender-based violence,100,Increased poverty/no income,100,Community violence,100,100,Relocation of unsick family members to other relatives,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,0,Provision of tents to accommodate sick persons inside the site,0,67,33,0,Food,100,Soap,0,Hand sanitizer and other hygiene materials,0,0,100,0,66.67,66.67,0,33.33,0
spin_boldak,3,140,880,350,2250,370,2440,0,0,450,3150,0,0,0,0,400,2800,67,33,67,0,33,0,66.67,100,100,100,100,0,0,100,100,0,0,0,0,66.67,100,100,0,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,35,Badakhshan,0,Badghis,0,Baghlan,0,10,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,67,3,Own shelter WITHOUT documentation,67,Own shelter WITH documentation,33,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,33,67,100,0,0,67,33,0,0,0,100,0,Long line/wait to access waterpoint,100,Unpleasant colour/taste/smell of water,50,Waterpoints are unsafe,50,100,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67,33,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Small business / sale of goods or services,67,Unskilled daily labour (without contract),33,Skilled daily labour / (without contract),0,Purchase in markets outside the settlement,100,Purchase in markets inside the settlement,67,NGO food distributions,0,0,0,100,0,100,0,0,100,0,0,"Media (TV, radio)",100,Government,67,Community or religious leaders,67,Wash hands frequently,100,Practice physical distancing,100,Self-isolate if experiencing symtoms,100,33,67,0,Information on the coronavirus preventive measures at COMMUNITY level,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Councelling for vulnerable residents,0,0,33,67,0,33.33333333333333,100,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,Social withdrawal,67,Angry / aggressive behaviour,67,Dangerous/risky behaviours,67,Increased poverty/no income,100,Increased gender-based violence,67,Increased health issues,67,33.33333333333333,"Construction of a large temporary shelter (plastic tarpaulin, plywood, etc.) for 15-30 people to accommodate all sick individuals within the settlement",67,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,33,Provision of tents to accommodate sick persons inside the site,0,100,0,0,Food,100,Soap,67,Hand sanitizer and other hygiene materials,67,67,33,0,66.67,66.67,0,0,0
surkh_rod,16,1360,11400,2480,17420,3560,28690,0,0,8060,60680,970,11890,815,8765,3232,24442,31,69,0,0,62,81.82,71.43,91.67,80,100,100,0,0,100,100,42.86,20,14.29,14.29,87.5,93.75,100,0,100,50,50,0,No work opportunities available here,50,Moving to be with family / friends,50,Better opportunity for jobs,50,100,0,0,105,Nangarhar,70,Kunar,10,Laghman,10,56.7,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),69,Permanent shelter (brick),31,Tents (emergency shelter),0,6,2.5625,Own shelter WITH documentation,69,Own shelter WITHOUT documentation,6,Rent shelter,6,75,12,0,12,6,94,0,0,0,100,0,100,0,0,25,75,100,0,0,50,50,0,0,0,19,0,Long line/wait to access waterpoint,67,Unpleasant colour/taste/smell of water,44,Waterpoint has low capacity (runs out of water often),33,50,64,27,0,100,50,50,100,25,0,0,62,31,6,Cost of transport,50,Cost of medicines,38,Don't know where to go,25,75,6,19,0,0,88,12,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Small business / sale of goods or services,62,Unskilled daily labour (without contract),38,Skilled daily labour / (without contract),0,Purchase in markets outside the settlement,100,Purchase in markets inside the settlement,89,NGO food distributions,0,12,38,50,0,100,0,0,94,6,0,"Media (TV, radio)",100,Text message alerts,67,Healthcare workers,56,Wash hands frequently,100,Wear masks and gloves if experiencing symptoms,89,Self-isolate if experiencing symtoms,78,50,50,0,Information on the coronavirus preventive measures at COMMUNITY level,62,Information on the coronavirus preventive measures at HOUSEHOLD level,25,Councelling for vulnerable residents,0,12.5,69,31,0,43.75,71,29,0,75,12,12,0,0,100,0,100,0,0,0,Dangerous/risky behaviours,100,Angry / aggressive behaviour,78,Social withdrawal,67,Increased poverty/no income,100,Increased gender-based violence,56,Increased health issues,56,18.181818181818183,"Construction of a large temporary shelter (plastic tarpaulin, plywood, etc.) for 15-30 people to accommodate all sick individuals within the settlement",44,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,38,Renting of hotel/hostel to isolate sick individuals for 14 days,12,87,13,0,Food,100,Soap,83,Hand sanitizer and other hygiene materials,50,100,0,0,62.5,68.75,0,0,0
surobi_paktika,1,0,0,5,60,0,0,0,0,35,300,0,0,0,0,120,1500,0,100,0,0,100,0,0,100,NaN,0,0,0,0,100,NaN,0,0,0,0,0,100,0,0,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,NA,NA,NA,3,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,100,2,Own shelter WITH documentation,100,Own shelter WITHOUT documentation,0,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,Long line/wait to access waterpoint,100,Waterpoints are too far,100,Unpleasant colour/taste/smell of water,0,100,0,100,0,100,100,100,0,0,0,0,0,100,0,Cost of transport,100,Cost of care/ treatment,100,Long travel time,100,0,0,100,0,0,100,0,0,NA,NA,NA,NA,NA,NA,0,100,0,Socio-cultural barriers between settlement members and host community,100,Fear for Personal Safety,100,Discrimination / harrassment from host community,0,Small business / sale of goods or services,100,Unskilled daily labour (without contract),0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,Purchase in markets outside the settlement,100,NGO food distributions,0,0,0,100,0,100,0,0,100,0,0,Government,100,"Media (TV, radio)",100,Community or religious leaders,0,Wash hands frequently,100,Practice physical distancing,100,Wear masks and gloves if experiencing symptoms,100,100,0,0,Food distribution,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Information on the coronavirus preventive measures at COMMUNITY level,0,100,100,0,0,100,0,100,0,0,100,0,NA,NA,NA,NA,0,100,0,0,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased health issues,100,Increased gender-based violence,0,100,Relocation of unsick family members to other relatives,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,0,Provision of tents to accommodate sick persons inside the site,0,0,100,0,NA,NA,NA,NA,NA,NA,0,100,0,0,100,0,0,0
taloqan,60,1837,10417,1491,8155,1399,8061,0,0,789,4750,85,430,0,0,15529,92267,2,98,58,0,22,74.58,6.25,86.44,11.11,74.58,6.25,0,0,70,0,3.33,0,0,0,75,86.67,75,0,70,12,88,0,Better opportunity for jobs,43,No work opportunities available here,29,Better access to services where they are moving,29,92,7,2,319,Takhar,76,Badakhshan,6,Badghis,0,160,Iran,76,Pakistan,17,Tajikistan,2,Permanent shelter (mud),95,Permanent shelter (brick),5,Tents (emergency shelter),0,45,2.8,Own shelter WITH documentation,62,Rent shelter,28,Own shelter WITHOUT documentation,5,93,5,2,0,2,98,0,100,0,0,0,97,3,0,2,98,100,0,0,0,100,0,0,0,23,0.25,Unpleasant colour/taste/smell of water,41,Long line/wait to access waterpoint,39,Waterpoints are too far,29,73,53,42,6,73.33,6.67,60,66.67,46.67,0,0,0,98,2,Cost of medicines,72,Cost of care/ treatment,45,Insufficient capacity of health centre,42,20,45,23,8,3,95,5,0,Fear for Personal Safety,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,87,13,0,Fear for Personal Safety,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,Unskilled daily labour (without contract),72,Farming (cash crop),20,Small business / sale of goods or services,7,Purchase in markets outside the settlement,93,Purchase in markets inside the settlement,77,Provided from family and friends in the area,25,0,20,72,8,100,0,0,95,5,0,"Media (TV, radio)",100,Community or religious leaders,67,Text message alerts,25,Wash hands frequently,88,Practice physical distancing,77,Avoid large crowds and gatherings,50,10,90,0,Food distribution,67,Information on the coronavirus preventive measures at COMMUNITY level,33,Information on the coronavirus preventive measures at HOUSEHOLD level,0,78.33333333333333,73,25,2,23.333333333333332,43,57,0,77,15,8,7,17,72,4,44,12,40,4,"Multiple unexplained physical complaints (headaches, stomach pains etc.)",47,No unusual behavior,33,Social withdrawal,20,Increased poverty/no income,100,Lack of access for NGOs to provide services,52,Community violence,28,38.983050847457626,No preference for shelter aid,50,Provision of tents to accommodate sick persons inside the site,15,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,13,14,86,0,Food,100,Fuel / Heating materials,38,Soap,25,25,65,10,44.64,51.79,0,33.93,0
tani,2,40,300,0,0,350,2100,0,0,0,0,0,0,0,0,1450,12700,0,100,50,0,50,50,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,10,Kunar,100,Badakhshan,0,Badghis,0,0,NA,NA,NA,NA,NA,NA,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,50,2.5,Own shelter WITH documentation,50,Own shelter WITHOUT documentation,50,Rent shelter,0,100,0,0,0,0,50,50,NaN,NaN,NaN,NaN,100,0,0,0,100,50,0,50,0,0,0,100,0,50,0.5,Long line/wait to access waterpoint,50,Waterpoints are too far,50,Unpleasant colour/taste/smell of water,0,100,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,Cost of transport,100,Cost of medicines,100,Long travel time,100,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Small business / sale of goods or services,50,Unskilled daily labour (without contract),50,Skilled daily labour / (without contract),0,Purchase in markets outside the settlement,100,Purchase in markets inside the settlement,50,NGO food distributions,0,0,50,50,0,100,0,0,100,0,0,Government,100,"Media (TV, radio)",100,Community or religious leaders,0,Wash hands frequently,100,Practice physical distancing,50,Self-isolate if experiencing symtoms,50,0,50,50,NA,NA,NA,NA,NA,NA,50,50,0,50,50,0,100,0,50,50,0,0,100,0,0,NA,NA,NA,NA,Social withdrawal,50,No unusual behavior,50,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased gender-based violence,0,Increased health issues,0,50,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,50,Relocation of unsick family members to other relatives,50,Provision of tents to accommodate sick persons inside the site,0,100,0,0,Food,100,Soap,50,Clothing,50,50,50,0,100,0,0,0,0
terezayi,1,0,0,150,1050,300,2100,0,0,0,0,0,0,0,0,200,1400,0,100,0,0,100,0,0,100,NaN,100,NaN,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,0,5,Rent shelter,100,Own shelter WITH documentation,0,Own shelter WITHOUT documentation,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,No barriers,100,Long line/wait to access waterpoint,0,Unpleasant colour/taste/smell of water,0,0,100,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,0,0,No barriers,100,Don't know where to go,0,Cost of transport,0,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,NGO food distributions,0,Purchase in markets outside the settlement,0,0,100,0,0,100,0,0,100,0,0,Government,100,"Media (TV, radio)",100,Healthcare workers,100,Wash hands frequently,100,Self-isolate if experiencing symtoms,100,Wear masks and gloves if experiencing symptoms,100,0,100,0,NA,NA,NA,NA,NA,NA,0,100,0,0,0,NA,NA,NA,100,0,0,0,0,100,0,NA,NA,NA,NA,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased gender-based violence,0,Increased health issues,0,0,Provision of tents to accommodate sick persons inside the site,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,0,Relocation of unsick family members to other relatives,0,0,100,0,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,100,0
